Ticket_ID,Fecha_Apertura,Fecha_Cierre,Categoria,Prioridad,Estado,Tecnico_Asignado,Usuario_Solicitante,Costo_Reparacion_USD
TCK-1608,2026-04-07 11:00:00,,Hardware,ALTA,En Proceso,carlos mendoza,Carmen María Sánchez,386.98
TCK-1609,2026-06-27 12:00:00,,SOFTWARE,,En Proceso, Sin Asignar ,Claudia Gómez Suárez,0.0
TCK-1610,2026-01-18 10:00:00,2026-01-19 05:00:00,Hardware,,Resuelto,Sofia Ramos,Efrain Iván Niño,150.62
TCK-1611,2026-02-18 13:00:00,2026-02-18 23:00:00,Hardware,Critical,Cerrado,Carlos Mendoza,  alejandro raúl mena  ,69.09
TCK-1612,2026-04-23 08:00:00,2026-04-23 14:00:00,Software,Alta,Resuelto,Sofia Ramos,Guillermo Humberto Agudelo,0.0
TCK-1613,2026-05-08 13:00:00,,SOFTWARE,Alta,Abierto,Luis Gómez,  andrea norma vargas perea  ,0.0
TCK-1614,2026-02-07 08:00:00,,hardware,ALTA,En Proceso,Carlos Mendoza,Natalia Esperanza Hernández Olaya,107.17
TCK-1615,2026-03-06 14:00:00,2026-03-06 22:00:00,hardware,,Cerrado,Ana Torres,Héctor Brayan Herrera,487.99
TCK-1616,2026-01-09 11:00:00,,SOFTWARE,Alta,Abierto, Sin Asignar ,Leonardo Jhon Giraldo Serrano,0.0
TCK-1617,2026-04-10 12:00:00,,Software,,En Proceso,carlos mendoza,  óscar josé sandoval valencia  ,0.0
TCK-1618,2026-05-14 09:00:00,,Impresoras,,En Proceso,Luis Gómez,  vanessa fonseca franco  ,0.0
TCK-1619,2026-06-20 11:00:00,2026-06-21 03:00:00,SOFTWARE,ALTA,Cerrado,Luis Gómez,  judith rodríguez  ,0.0
TCK-1620,2026-05-30 09:00:00,,hardware,Media,Abierto,Carlos Mendoza,Enrique Fredy Márquez,298.92
TCK-1621,2026-06-26 17:00:00,2026-06-27 17:00:00,hardware,Alta,Resuelto,Ana Torres,  maría parada gómez  ,63.87
TCK-1622,2026-06-10 08:00:00,2026-06-11 07:00:00,SOFTWARE,Media,Cerrado,carlos mendoza,Andrés José Gómez,0.0
TCK-1623,2026-05-05 11:00:00,,Laptops / Equipos,,En Proceso,Luis Gómez,Fernanda Marcela Salcedo,230.59
TCK-1624,2026-06-26 14:00:00,,SOFTWARE,Media,En Proceso,Luis Gómez,Ferney Jiménez Bedoya,0.0
TCK-1625,2026-04-23 16:00:00,,Laptops / Equipos,,En Proceso,Sofia Ramos,  alexander rojas  ,109.58
TCK-1626,2026-04-30 12:00:00,2026-05-02 00:00:00,Software,Alta,CERRADO, Sin Asignar ,  andrés carlos martínez rivera  ,0.0
TCK-1627,2026-03-09 16:00:00,,Impresoras,Alta,En Proceso,carlos mendoza,John Orjuela,0.0
TCK-1628,2026-01-05 17:00:00,,hardware,Critical,En Proceso,Ana Torres,María Ardila,50.4
TCK-1629,2026-04-10 11:00:00,2026-04-11 19:00:00,hardware,Critical,CERRADO,Ana Torres,Dayana Andrea Niño Benavides,174.85
TCK-1630,2026-01-29 09:00:00,2026-01-29 14:00:00,Hardware,Media,CERRADO,Ana Torres,Luis Luis Cáceres,117.0
TCK-1631,2026-01-26 08:00:00,2026-01-27 09:00:00,SOFTWARE,ALTA,CERRADO, Sin Asignar ,Ángela Montes Camacho,0.0
TCK-1632,2026-01-13 13:00:00,2026-01-13 18:00:00,Hardware,Media,Resuelto,carlos mendoza,Leandro González,
TCK-1633,2026-06-13 08:00:00,,Laptops / Equipos,,En Proceso,Sofia Ramos,Jazmín Milena Duque,
TCK-1634,2026-06-07 12:00:00,2026-06-07 15:00:00,SOFTWARE,Alta,CERRADO,Luis Gómez,  tatiana padilla  ,0.0
TCK-1635,2026-05-13 09:00:00,2026-05-14 00:00:00,Laptops / Equipos,ALTA,Cerrado,Ana Torres,  antonio castro  ,335.3
TCK-1636,2026-02-15 16:00:00,2026-02-16 19:00:00,SOFTWARE,Alta,CERRADO,carlos mendoza,Anderson Ávila Rojas,0.0
TCK-1637,2026-06-29 14:00:00,2026-06-30 01:00:00,hardware,Media,Cerrado, Sin Asignar ,Carolina Hernández,182.01
TCK-1638,2026-06-03 15:00:00,,Redes y Accesos,Critical,En Proceso,Luis Gómez,Elizabeth González,0.0
TCK-1639,2026-06-12 14:00:00,,Laptops / Equipos,Media,En Proceso, Sin Asignar ,Paola Yamile Hernández Pérez,200.03
TCK-1640,2026-03-07 13:00:00,,Impresoras,ALTA,Abierto,Carlos Mendoza,Libia Villamizar,0.0
TCK-1641,2026-06-02 08:00:00,2026-06-02 17:00:00,Redes y Accesos,Alta,CERRADO,Luis Gómez,Carlos Espitia,0.0
TCK-1642,2026-03-22 08:00:00,,Laptops / Equipos,Critical,En Proceso, Sin Asignar ,José Vásquez,
TCK-1643,2026-04-28 13:00:00,2026-04-28 22:00:00,Redes y Accesos,Baja,Resuelto, Sin Asignar ,Marco Juan Granados Fernández,0.0
TCK-1644,2026-03-18 09:00:00,2026-03-19 11:00:00,Laptops / Equipos,Media,CERRADO,carlos mendoza,  maría luz hernández  ,175.85
TCK-1645,2026-05-05 17:00:00,2026-05-06 13:00:00,Hardware,,Cerrado, Sin Asignar ,Liseth Villamil González,394.46
TCK-1646,2026-03-27 13:00:00,,Impresoras,Alta,Abierto,Ana Torres,Elizabeth Santos,0.0
TCK-1647,2026-01-03 14:00:00,2026-01-04 10:00:00,Laptops / Equipos,Alta,Cerrado,Luis Gómez,Laura Ortiz Molano,91.8
TCK-1648,2026-02-26 10:00:00,2026-02-27 12:00:00,Impresoras,Critical,Cerrado, Sin Asignar ,Jesús Santos,0.0
TCK-1649,2026-03-16 14:00:00,2026-03-16 23:00:00,Redes y Accesos,Alta,Resuelto,Sofia Ramos,Astrid Nohora Suárez,
TCK-1650,2026-04-13 12:00:00,2026-04-14 14:00:00,Laptops / Equipos,ALTA,Cerrado,carlos mendoza,  jhon fuentes sanabria  ,84.74
TCK-1651,2026-05-05 14:00:00,2026-05-06 03:00:00,Laptops / Equipos,Critical,CERRADO,carlos mendoza,Elsy Ramírez,136.31
TCK-1652,2026-04-21 13:00:00,2026-04-21 19:00:00,Hardware,,CERRADO,Sofia Ramos,Alberto Murillo,187.19
TCK-1653,2026-06-02 08:00:00,,Software,Baja,En Proceso, Sin Asignar ,Aurora Hernández,0.0
TCK-1654,2026-06-09 10:00:00,,Hardware,Media,Abierto,Ana Torres,José Alonso Cortés Cortés,94.88
TCK-1655,2026-01-22 09:00:00,2026-01-23 01:00:00,Laptops / Equipos,Media,Cerrado,Luis Gómez,  julio andrés perdomo naranjo  ,353.02
TCK-1656,2026-04-26 15:00:00,2026-04-27 13:00:00,Software,,Cerrado, Sin Asignar ,Elías Castillo Osorio,0.0
TCK-1657,2026-03-08 16:00:00,,Laptops / Equipos,,Abierto,Ana Torres,Diego Castillo Rojas,340.77
TCK-1658,2026-06-19 16:00:00,2026-06-20 09:00:00,Software,Alta,Cerrado,Luis Gómez,Kevin Gómez Franco,0.0
TCK-1659,2026-03-11 08:00:00,,SOFTWARE,Alta,Abierto,Carlos Mendoza,Amparo Villamizar,0.0
TCK-1660,2026-06-18 13:00:00,2026-06-18 15:00:00,Redes y Accesos,,Cerrado,Sofia Ramos,Alejandra Catalina Arévalo,0.0
TCK-1661,2026-01-26 13:00:00,,hardware,Critical,Abierto, Sin Asignar ,  arnulfo rincón vega  ,115.46
TCK-1662,2026-05-24 08:00:00,2026-05-25 00:00:00,Laptops / Equipos,Baja,Cerrado,Luis Gómez,Marcela Rincón Vergara,
TCK-1663,2026-06-25 13:00:00,,SOFTWARE,Baja,En Proceso,Ana Torres,Nancy Navarro,0.0
TCK-1664,2026-03-12 08:00:00,,Impresoras,Alta,En Proceso, Sin Asignar ,Alberto Christian Rodríguez Orozco,0.0
TCK-1665,2026-03-29 14:00:00,2026-03-29 20:00:00,SOFTWARE,ALTA,Resuelto, Sin Asignar ,María Jacqueline Gómez,0.0
TCK-1666,2026-06-10 11:00:00,,Software,Critical,Abierto,Ana Torres,José Osorio,0.0
TCK-1667,2026-06-04 13:00:00,,Laptops / Equipos,Media,Abierto,Ana Torres,Andrés Hernando Mosquera Ochoa,298.89
TCK-1668,2026-02-21 10:00:00,,SOFTWARE,,En Proceso, Sin Asignar ,Esther Loaiza,0.0
TCK-1669,2026-02-07 17:00:00,2026-02-08 14:00:00,Hardware,Critical,Resuelto, Sin Asignar ,Dary Inés Ospina,76.83
TCK-1670,2026-02-07 08:00:00,,Impresoras,ALTA,En Proceso,Luis Gómez,Angie Triana,0.0
TCK-1671,2026-06-13 12:00:00,2026-06-14 01:00:00,Hardware,Media,Resuelto,Ana Torres,  maría maría ospino acevedo  ,493.26
TCK-1672,2026-06-05 17:00:00,2026-06-06 08:00:00,Laptops / Equipos,Media,CERRADO,Ana Torres,Jenny Suárez,192.45
TCK-1673,2026-05-03 10:00:00,2026-05-04 17:00:00,SOFTWARE,,CERRADO,Luis Gómez,  catalina nidia pérez  ,0.0
TCK-1674,2026-05-02 10:00:00,2026-05-02 23:00:00,Software,Alta,Resuelto,Sofia Ramos,Yerson Jimmy Cano,
TCK-1675,2026-03-11 14:00:00,2026-03-12 03:00:00,hardware,Media,Resuelto,Carlos Mendoza,  dahiana guerrero  ,478.26
TCK-1676,2026-06-07 15:00:00,,hardware,ALTA,En Proceso,Ana Torres,Elizabeth Mercado,392.58
TCK-1677,2026-04-08 13:00:00,,Laptops / Equipos,,Abierto, Sin Asignar ,Martha Gloria Cardona,272.11
TCK-1678,2026-01-10 16:00:00,2026-01-11 21:00:00,Impresoras,Alta,Cerrado,Ana Torres,Martha Rincón,0.0
TCK-1679,2026-01-11 16:00:00,,Laptops / Equipos,,Abierto,Carlos Mendoza,  miryam maría ortega  ,230.99
TCK-1680,2026-03-15 15:00:00,2026-03-16 19:00:00,Redes y Accesos,Critical,Resuelto,Carlos Mendoza,Julieth Eliana Rojas,0.0
TCK-1681,2026-04-29 15:00:00,2026-05-01 00:00:00,Hardware,Media,Cerrado, Sin Asignar ,Patricia Martínez,354.13
TCK-1682,2026-04-16 13:00:00,,Hardware,Media,Abierto,Sofia Ramos,Armando Jhon Henao Medina,362.06
TCK-1683,2026-04-27 09:00:00,,Redes y Accesos,,En Proceso,carlos mendoza,Juan García,0.0
TCK-1684,2026-02-01 09:00:00,2026-02-02 14:00:00,SOFTWARE,Baja,Cerrado,Carlos Mendoza,Natalia Ruth Restrepo Giraldo,0.0
TCK-1685,2026-05-11 17:00:00,2026-05-12 18:00:00,Laptops / Equipos,ALTA,Resuelto,Carlos Mendoza,César Toro Gómez,457.88
TCK-1686,2026-06-18 10:00:00,2026-06-18 20:00:00,Software,,Resuelto,Carlos Mendoza,Miguel Alberto Marín,0.0
TCK-1687,2026-04-25 12:00:00,2026-04-25 20:00:00,Software,Media,Resuelto,Carlos Mendoza,Camila Pabón Gómez,0.0
TCK-1688,2026-04-28 15:00:00,,Laptops / Equipos,Alta,Abierto, Sin Asignar ,Alfonso Acosta Romero,134.18
TCK-1689,2026-05-02 15:00:00,,Impresoras,Alta,Abierto, Sin Asignar ,Brayan Gerson Rubio Sierra,0.0
TCK-1690,2026-05-21 12:00:00,2026-05-23 00:00:00,hardware,Media,CERRADO,Carlos Mendoza,  janeth maría torres becerra  ,46.43
TCK-1691,2026-02-07 08:00:00,2026-02-08 04:00:00,Redes y Accesos,Alta,CERRADO,Carlos Mendoza,  rosalba sánchez  ,0.0
TCK-1692,2026-02-11 12:00:00,2026-02-13 00:00:00,Software,ALTA,CERRADO,carlos mendoza,Sonia Sánchez Quintero,0.0
TCK-1693,2026-01-24 12:00:00,,Redes y Accesos,ALTA,En Proceso,Carlos Mendoza,Julieth Zapata Rojas,0.0
TCK-1694,2026-01-17 12:00:00,,Software,Alta,Abierto,carlos mendoza,Jennifer Mery López Caballero,0.0
TCK-1695,2026-04-16 16:00:00,2026-04-17 06:00:00,Laptops / Equipos,Alta,Resuelto,Carlos Mendoza,Patricia Esther Cano,490.09
TCK-1696,2026-01-23 15:00:00,2026-01-24 10:00:00,Impresoras,Critical,CERRADO,Luis Gómez,Jaime Escobar,0.0
TCK-1697,2026-06-09 13:00:00,2026-06-10 21:00:00,Laptops / Equipos,,Resuelto,carlos mendoza,Carlos López,407.83
TCK-1698,2026-03-01 12:00:00,2026-03-01 13:00:00,Hardware,Alta,Resuelto,Sofia Ramos,Darwin Alberto Duarte,76.6
TCK-1699,2026-06-07 14:00:00,,Hardware,Baja,Abierto,Luis Gómez,Martha Ariza,
TCK-1700,2026-02-21 12:00:00,,hardware,Alta,En Proceso,Luis Gómez,Olga Cárdenas Caicedo,284.0
TCK-1701,2026-01-30 13:00:00,,Impresoras,,En Proceso, Sin Asignar ,Carlos Carvajal,
TCK-1702,2026-02-14 11:00:00,,hardware,Baja,En Proceso,carlos mendoza,Dayana Juana Navarro Bejarano,
TCK-1703,2026-02-04 15:00:00,2026-02-05 21:00:00,hardware,Critical,Resuelto,Luis Gómez,Javier Luis Rivera,410.8
TCK-1704,2026-01-15 16:00:00,,Laptops / Equipos,,En Proceso,carlos mendoza,Franklin Libardo Vega Hernández,277.23
TCK-1705,2026-06-25 13:00:00,,Hardware,Media,En Proceso,Luis Gómez,Magdalena María Rodríguez Montes,182.79
TCK-1706,2026-05-17 10:00:00,2026-05-18 11:00:00,Software,Critical,CERRADO,Carlos Mendoza,José Alfonso Martínez,0.0
TCK-1707,2026-06-30 13:00:00,2026-07-01 07:00:00,Impresoras,Alta,Cerrado,Sofia Ramos,Juan González Valencia,0.0
TCK-1708,2026-03-19 11:00:00,2026-03-20 07:00:00,Software,Alta,CERRADO,Luis Gómez,Bernardo Alexis Pérez,0.0
TCK-1709,2026-01-24 15:00:00,2026-01-24 17:00:00,hardware,ALTA,CERRADO, Sin Asignar ,  jesús perdomo carvajal  ,183.26
TCK-1710,2026-05-15 12:00:00,,Software,Alta,En Proceso, Sin Asignar ,Luisa Arenas,0.0
TCK-1711,2026-01-10 15:00:00,,SOFTWARE,Critical,Abierto,Carlos Mendoza,  dayana maría cruz  ,0.0
TCK-1712,2026-06-25 17:00:00,2026-06-26 15:00:00,Impresoras,Alta,Cerrado,Carlos Mendoza,Oliva Nancy Domínguez Rico,0.0
TCK-1713,2026-03-21 08:00:00,2026-03-22 04:00:00,SOFTWARE,Media,CERRADO,Luis Gómez,Andrea Carmen Rendón Ramírez,0.0
TCK-1714,2026-05-17 13:00:00,,SOFTWARE,Alta,Abierto,Luis Gómez,  gabriel oswaldo sierra  ,0.0
TCK-1715,2026-01-04 17:00:00,2026-01-06 02:00:00,Hardware,Media,CERRADO, Sin Asignar ,Isabel Angélica Cruz Burbano,172.87
TCK-1716,2026-06-30 12:00:00,2026-07-01 04:00:00,Software,Alta,CERRADO,Luis Gómez,Carmen Marcela Cardona Romero,0.0
TCK-1717,2026-04-24 08:00:00,2026-04-24 10:00:00,Impresoras,,Resuelto,Carlos Mendoza,  viviana eugenia sierra  ,
TCK-1718,2026-04-20 14:00:00,2026-04-21 19:00:00,Laptops / Equipos,Baja,Resuelto,Luis Gómez,Paola Ortiz Ospina,115.11
TCK-1719,2026-05-17 09:00:00,,Laptops / Equipos,Media,Abierto,Carlos Mendoza,David Ancizar Rico,461.45
TCK-1720,2026-04-27 12:00:00,,Impresoras,Media,Abierto,Ana Torres,  armando gerardo sánchez figueroa  ,0.0
TCK-1721,2026-03-08 13:00:00,,Software,,Abierto,carlos mendoza,Ángela Fanny Muñoz,0.0
TCK-1722,2026-03-25 15:00:00,,Hardware,Alta,Abierto,Sofia Ramos,  lilia hernández valencia  ,249.75
TCK-1723,2026-03-14 13:00:00,2026-03-14 22:00:00,Laptops / Equipos,Alta,CERRADO,Sofia Ramos,María María Soto Duque,402.44
TCK-1724,2026-06-16 09:00:00,,Laptops / Equipos,ALTA,En Proceso,Sofia Ramos,Jairo Jairo Rojas,134.52
TCK-1725,2026-02-10 15:00:00,,Hardware,Baja,Abierto,Ana Torres,Dario Fonseca García,303.67
TCK-1726,2026-04-22 17:00:00,,Laptops / Equipos,,En Proceso,Ana Torres,  juan javier vanegas  ,341.41
TCK-1727,2026-05-27 15:00:00,2026-05-28 21:00:00,Redes y Accesos,Critical,Cerrado,Carlos Mendoza,César Juan Melo Pinzón,0.0
TCK-1728,2026-04-14 09:00:00,2026-04-14 16:00:00,SOFTWARE,Critical,CERRADO,Sofia Ramos,Juan González,0.0
TCK-1729,2026-01-16 09:00:00,2026-01-16 18:00:00,Laptops / Equipos,,Resuelto,Carlos Mendoza,Leonor Orozco Vargas,337.22
TCK-1730,2026-03-16 14:00:00,2026-03-17 19:00:00,Software,Media,CERRADO,carlos mendoza,Arturo Steven Ariza Camacho,0.0
TCK-1731,2026-06-23 12:00:00,,SOFTWARE,Baja,Abierto,Carlos Mendoza,Moisés González Álvarez,0.0
TCK-1732,2026-05-11 14:00:00,2026-05-12 09:00:00,Hardware,Baja,Resuelto, Sin Asignar ,Marina Amparo Quiroz Mendoza,20.4
TCK-1733,2026-04-02 09:00:00,,hardware,Alta,En Proceso,Ana Torres,María Milena Sierra Monsalve,303.28
TCK-1734,2026-04-08 14:00:00,,Impresoras,Critical,Abierto,Ana Torres,Jorge Barrios Mosquera,0.0
TCK-1735,2026-02-18 16:00:00,,hardware,Baja,Abierto,Sofia Ramos,  jesús tovar  ,498.78
TCK-1736,2026-02-04 08:00:00,2026-02-04 10:00:00,Software,,Cerrado,Sofia Ramos,John Omar Barrios,0.0
TCK-1737,2026-02-04 09:00:00,2026-02-05 12:00:00,hardware,ALTA,Resuelto,carlos mendoza,Juan Jesús Giraldo Arias,224.34
TCK-1738,2026-05-11 14:00:00,2026-05-12 19:00:00,Impresoras,Baja,CERRADO,Ana Torres,  mireya pulido pérez  ,0.0
TCK-1739,2026-05-28 15:00:00,2026-05-30 00:00:00,Redes y Accesos,ALTA,Resuelto, Sin Asignar ,Andrey Javier Duque Jaimes,
TCK-1740,2026-01-10 17:00:00,,SOFTWARE,Baja,Abierto,Carlos Mendoza,René José Muñoz Sánchez,0.0
TCK-1741,2026-01-21 10:00:00,2026-01-22 04:00:00,Impresoras,Critical,CERRADO,Carlos Mendoza,Alejandro Arias,0.0
TCK-1742,2026-03-04 15:00:00,2026-03-06 02:00:00,hardware,Critical,Cerrado,Luis Gómez,Marcela Fernanda Rodríguez Camargo,453.72
TCK-1743,2026-01-03 15:00:00,,Laptops / Equipos,ALTA,Abierto, Sin Asignar ,Alberto Jaime Rivera,222.09
TCK-1744,2026-03-17 12:00:00,2026-03-17 15:00:00,SOFTWARE,Critical,Resuelto,carlos mendoza,Camilo Jesús Hernández,0.0
TCK-1745,2026-03-08 08:00:00,,Laptops / Equipos,Media,Abierto, Sin Asignar ,  nelson héctor quintero moreno  ,495.38
TCK-1746,2026-06-09 08:00:00,,Impresoras,Alta,En Proceso,Ana Torres,Horacio Peña,0.0
TCK-1747,2026-03-13 12:00:00,2026-03-14 06:00:00,Redes y Accesos,Baja,Resuelto,Carlos Mendoza,Jhon Montes Sarmiento,0.0
TCK-1748,2026-06-01 10:00:00,,Redes y Accesos,Media,Abierto,Luis Gómez,Yeison Gildardo Gómez Córdoba,0.0
TCK-1749,2026-02-16 16:00:00,2026-02-17 14:00:00,Hardware,Media,Cerrado, Sin Asignar ,Hernán Galvis Arrieta,93.99
TCK-1750,2026-04-16 14:00:00,2026-04-17 19:00:00,SOFTWARE,,Resuelto,Ana Torres,Ibeth Rodríguez Obando,0.0
TCK-1751,2026-03-30 08:00:00,,hardware,Alta,En Proceso,Carlos Mendoza,  saúl santiago reyes  ,211.4
TCK-1752,2026-05-17 11:00:00,,SOFTWARE,,Abierto,Sofia Ramos,Franco Martín Medina,0.0
TCK-1753,2026-04-22 08:00:00,,hardware,ALTA,En Proceso,Sofia Ramos,Sergio Estrada,481.65
TCK-1754,2026-01-11 09:00:00,2026-01-12 08:00:00,hardware,ALTA,CERRADO, Sin Asignar ,Juan Martínez,432.01
TCK-1755,2026-03-10 09:00:00,,SOFTWARE,Critical,En Proceso,Sofia Ramos,Mauricio Hoyos Ballesteros,0.0
TCK-1756,2026-03-03 17:00:00,2026-03-05 03:00:00,Redes y Accesos,,Resuelto,carlos mendoza,Cecilia Nelly Caicedo Díaz,0.0
TCK-1757,2026-01-03 08:00:00,2026-01-03 09:00:00,Impresoras,Alta,Cerrado, Sin Asignar ,  maría gonzález ayala  ,0.0
TCK-1758,2026-02-26 12:00:00,,Software,Alta,En Proceso,Carlos Mendoza,Alberto Luis Narváez Henao,
TCK-1759,2026-06-02 11:00:00,2026-06-02 19:00:00,SOFTWARE,Alta,CERRADO,Carlos Mendoza,César Felipe Jiménez,0.0
TCK-1760,2026-06-18 17:00:00,2026-06-19 01:00:00,SOFTWARE,Media,Resuelto,Luis Gómez,Jhon Alberto Díaz,0.0
TCK-1761,2026-01-20 15:00:00,,hardware,ALTA,En Proceso,carlos mendoza,Gabriel Hernández Zuluaga,389.54
TCK-1762,2026-02-11 09:00:00,,hardware,Alta,En Proceso,Sofia Ramos,Valentina Luz Gaviria,498.06
TCK-1763,2026-03-09 10:00:00,,Hardware,ALTA,Abierto,Ana Torres,Luz Cortés,105.65
TCK-1764,2026-02-06 16:00:00,,Software,Critical,Abierto,carlos mendoza,  mercedes medina acosta  ,0.0
TCK-1765,2026-03-08 09:00:00,2026-03-08 14:00:00,Hardware,Critical,Cerrado,carlos mendoza,Roberto Cárdenas,234.02
TCK-1766,2026-02-08 08:00:00,2026-02-09 09:00:00,Redes y Accesos,Media,Cerrado,carlos mendoza,Jaime Augusto Montoya Ríos,0.0
TCK-1767,2026-01-01 16:00:00,,Impresoras,ALTA,Abierto,Sofia Ramos,Hugo Castillo Blanco,0.0
TCK-1768,2026-01-18 16:00:00,2026-01-18 17:00:00,Impresoras,,Resuelto,Sofia Ramos,  johanna paola álvarez  ,0.0
TCK-1769,2026-04-02 13:00:00,,Impresoras,Alta,En Proceso,carlos mendoza,Enith Muñoz Arias,0.0
TCK-1770,2026-04-04 16:00:00,,Hardware,ALTA,En Proceso,Luis Gómez,Danilo Ramírez,
TCK-1771,2026-04-09 11:00:00,,SOFTWARE,ALTA,En Proceso,Carlos Mendoza,Juan Calderón,0.0
TCK-1772,2026-01-22 15:00:00,2026-01-23 00:00:00,Hardware,Media,Resuelto,Carlos Mendoza,Miguel Mantilla,304.61
TCK-1773,2026-01-17 16:00:00,,Impresoras,Critical,En Proceso,Sofia Ramos,Diego Geovanny Galindo Triana,
TCK-1774,2026-03-28 08:00:00,,hardware,,En Proceso,Carlos Mendoza,Rosa Lorena Rojas Becerra,121.61
TCK-1775,2026-05-14 15:00:00,2026-05-15 01:00:00,SOFTWARE,Critical,CERRADO,Ana Torres,Rosalba Sandra Ramírez González,
TCK-1776,2026-02-06 15:00:00,2026-02-07 22:00:00,Laptops / Equipos,Alta,Cerrado,Ana Torres,Elena María Romero Vargas,82.66
TCK-1777,2026-01-13 12:00:00,2026-01-14 18:00:00,Laptops / Equipos,Media,Cerrado, Sin Asignar ,  eugenio rodríguez castro  ,412.39
TCK-1778,2026-06-02 17:00:00,2026-06-02 22:00:00,hardware,Media,Resuelto,Sofia Ramos,Patricia Hernández Gutiérrez,421.23
TCK-1779,2026-04-13 13:00:00,2026-04-15 00:00:00,Software,Baja,Cerrado,Ana Torres,Javier Rodríguez,0.0
TCK-1780,2026-03-27 09:00:00,2026-03-28 03:00:00,Software,ALTA,Cerrado,Ana Torres,Maribel Deisy Arenas,0.0
TCK-1781,2026-04-23 11:00:00,2026-04-23 14:00:00,Software,Alta,CERRADO,carlos mendoza,Elizabeth Leidy Galeano Ariza,0.0
TCK-1782,2026-01-05 15:00:00,2026-01-05 16:00:00,Hardware,Media,Cerrado,Carlos Mendoza,Isabel Alba Mejía Martínez,304.99
TCK-1783,2026-06-27 15:00:00,2026-06-28 05:00:00,Software,,Resuelto,Luis Gómez,Carmen Martínez,0.0
TCK-1784,2026-02-14 17:00:00,2026-02-15 05:00:00,SOFTWARE,ALTA,Cerrado, Sin Asignar ,José Javier González Miranda,0.0
TCK-1785,2026-03-19 13:00:00,,Hardware,Critical,Abierto,Ana Torres,  andrea sánchez  ,493.57
TCK-1786,2026-06-08 13:00:00,2026-06-09 22:00:00,Software,ALTA,CERRADO,carlos mendoza,Deyanira Hernández,0.0
TCK-1787,2026-02-19 09:00:00,2026-02-20 16:00:00,Impresoras,Media,Resuelto,Ana Torres,Jimena Gómez,
TCK-1788,2026-06-15 13:00:00,,Software,ALTA,En Proceso,Luis Gómez,Gloria Maribel Hernández Hernández,0.0
TCK-1789,2026-04-27 08:00:00,2026-04-27 12:00:00,Laptops / Equipos,Media,Cerrado,Ana Torres,Lisbeth Yadira López,252.83
TCK-1790,2026-03-02 15:00:00,2026-03-03 12:00:00,Impresoras,Media,CERRADO,carlos mendoza,John Medina,0.0
TCK-1791,2026-01-29 13:00:00,2026-01-29 20:00:00,Software,,Resuelto,Sofia Ramos,Francisco García,0.0
TCK-1792,2026-02-26 09:00:00,,Laptops / Equipos,ALTA,Abierto,Carlos Mendoza,Pablo Luna Pedraza,89.57
TCK-1793,2026-04-27 10:00:00,,Redes y Accesos,Media,Abierto,Sofia Ramos,Ana Marcela Ruiz,0.0
TCK-1794,2026-03-11 11:00:00,,Software,Alta,En Proceso,carlos mendoza,Fanny Toro Hernández,0.0
TCK-1795,2026-01-29 15:00:00,,Impresoras,Media,Abierto,Luis Gómez,Saúl Salazar López,0.0
TCK-1796,2026-02-10 17:00:00,2026-02-12 05:00:00,hardware,Media,Resuelto,Carlos Mendoza,Dario Luis Rendón,270.45
TCK-1797,2026-02-25 17:00:00,,hardware,ALTA,Abierto,Luis Gómez,  carlos alberto guzmán alzate  ,225.49
TCK-1798,2026-03-05 13:00:00,,Laptops / Equipos,Media,Abierto, Sin Asignar ,Inés Acosta,458.6
TCK-1799,2026-04-17 08:00:00,2026-04-18 15:00:00,SOFTWARE,Critical,Cerrado,Carlos Mendoza,Carlos Romero,0.0
TCK-1800,2026-06-28 09:00:00,,Impresoras,Media,Abierto,Carlos Mendoza,Rubén Arévalo Moreno,
TCK-1801,2026-04-15 11:00:00,2026-04-16 10:00:00,Redes y Accesos,Media,Resuelto,carlos mendoza,Margarita Luz Vargas,
TCK-1802,2026-06-21 12:00:00,2026-06-22 18:00:00,hardware,Critical,Resuelto,carlos mendoza,Sandra Durán Gamboa,488.68
TCK-1803,2026-02-05 14:00:00,2026-02-06 14:00:00,SOFTWARE,ALTA,Resuelto,carlos mendoza,Marina María Pérez Galindo,0.0
TCK-1804,2026-01-19 14:00:00,,Laptops / Equipos,Alta,En Proceso,Luis Gómez,Nicolás Carlos Rentería Burgos,149.5
TCK-1805,2026-05-19 17:00:00,2026-05-19 23:00:00,Laptops / Equipos,Baja,Resuelto,carlos mendoza,Milena Álvarez,267.07
TCK-1806,2026-04-04 08:00:00,2026-04-05 09:00:00,Redes y Accesos,ALTA,Cerrado, Sin Asignar ,  ximena blanco díaz  ,0.0
TCK-1807,2026-06-15 16:00:00,2026-06-17 04:00:00,SOFTWARE,Media,Cerrado,Ana Torres,Eduardo Jhon Espitia Romero,0.0
TCK-1808,2026-01-30 15:00:00,2026-01-31 05:00:00,hardware,,CERRADO,Ana Torres,Gladys Melissa Herrera Reyes,451.01
TCK-1809,2026-04-19 12:00:00,2026-04-19 17:00:00,Redes y Accesos,Baja,Cerrado,Sofia Ramos,Hilda García Vélez,0.0
TCK-1810,2026-02-01 15:00:00,2026-02-03 02:00:00,Redes y Accesos,ALTA,CERRADO, Sin Asignar ,Milena Esther Cantillo,0.0
TCK-1811,2026-06-27 09:00:00,2026-06-28 15:00:00,Hardware,Alta,Resuelto,Sofia Ramos,María Rodríguez Figueroa,158.42
